,Number of Referrals,Tenure in Months,Offer,Internet Service,Contract,Payment Method,Total Charges,Total Revenue,Customer Status
356,0,52,None,Yes,Two Year,Bank Withdrawal,2566.3,2566.3,0
357,1,30,Offer C,Yes,Month-to-Month,Bank Withdrawal,2624.25,2768.85,1
358,7,72,Offer A,Yes,Two Year,Bank Withdrawal,2962.0,2962.0,0
359,0,15,Offer D,Yes,Month-to-Month,Bank Withdrawal,1146.65,1842.35,1
360,0,70,Offer A,Yes,Two Year,Bank Withdrawal,7882.5,9749.4,0
361,0,66,None,Yes,Two Year,Bank Withdrawal,4378.9,6498.82,0
362,6,55,None,Yes,Two Year,Bank Withdrawal,4052.4,6411.9,0
363,2,55,Offer B,Yes,Month-to-Month,Bank Withdrawal,4874.7,7319.8,1
364,2,57,None,Yes,One Year,Credit Card,4140.1,6885.22,0
365,9,72,None,Yes,Two Year,Bank Withdrawal,8165.1,11347.5,0
366,3,28,None,No,Month-to-Month,Credit Card,563.05,1748.29,0
367,8,54,None,Yes,Two Year,Bank Withdrawal,4191.45,4957.17,0
368,6,24,Offer C,Yes,Two Year,Bank Withdrawal,1857.75,1955.19,0
369,6,2,Offer E,Yes,Month-to-Month,Mailed Check,113.1,209.88,0
370,0,12,Offer D,No,Month-to-Month,Credit Card,235.8,468.36,0
371,0,51,None,Yes,One Year,Bank Withdrawal,3974.7,5228.89,0
372,0,13,None,Yes,Month-to-Month,Mailed Check,931.55,1415.4,0
373,0,58,Offer B,Yes,Two Year,Bank Withdrawal,4048.95,6802.21,0
374,2,18,Offer D,Yes,One Year,Credit Card,957.1,1766.56,0
375,6,29,Offer C,No,Two Year,Credit Card,521.8,1970.64,0
376,9,72,None,Yes,Two Year,Credit Card,5430.65,7003.13,0
377,9,71,Offer A,No,Two Year,Credit Card,1626.4,2974.69,0
378,0,70,Offer A,Yes,Two Year,Bank Withdrawal,3058.15,3058.15,0
379,0,9,None,Yes,Month-to-Month,Bank Withdrawal,829.1,1002.08,1
380,5,20,None,Yes,Month-to-Month,Bank Withdrawal,1916.2,2690.4,0
381,0,69,Offer A,Yes,One Year,Credit Card,5356.45,7383.67,1
382,0,63,None,Yes,One Year,Credit Card,6590.8,7942.15,0
383,0,7,None,Yes,Month-to-Month,Bank Withdrawal,438.9,549.78,0
384,7,69,None,Yes,Two Year,Credit Card,2960.1,2960.1,0
385,1,5,Offer E,No,Month-to-Month,Bank Withdrawal,135.0,335.25,1
386,0,9,None,Yes,Month-to-Month,Bank Withdrawal,653.9,944.75,0
387,10,46,Offer B,Yes,Two Year,Credit Card,4630.2,6886.81,0
388,10,60,Offer B,Yes,One Year,Bank Withdrawal,5867.0,6890.0,0
389,1,27,None,Yes,Month-to-Month,Bank Withdrawal,2510.2,3576.43,1
390,2,16,Offer D,Yes,Month-to-Month,Bank Withdrawal,1374.9,1820.18,0
391,4,22,None,Yes,Month-to-Month,Bank Withdrawal,1845.9,1934.12,1
392,7,41,Offer B,Yes,One Year,Bank Withdrawal,3930.55,4534.48,0
393,0,4,None,Yes,Two Year,Bank Withdrawal,317.75,460.43,0
394,0,24,Offer C,Yes,Month-to-Month,Credit Card,2072.75,3130.91,0
395,0,38,None,No,Two Year,Credit Card,743.05,2384.27,0
396,0,25,None,Yes,Month-to-Month,Bank Withdrawal,1837.9,2539.15,0
397,8,40,Offer B,Yes,Month-to-Month,Bank Withdrawal,3168.75,4695.81,0
398,0,8,None,Yes,Month-to-Month,Bank Withdrawal,365.55,664.86,1
399,1,13,Offer D,No,Month-to-Month,Credit Card,252.0,774.6,0
400,0,64,None,Yes,Month-to-Month,Bank Withdrawal,5960.5,8173.62,0
401,1,62,None,Yes,Month-to-Month,Bank Withdrawal,6283.3,9295.26,1
402,0,20,None,Yes,Month-to-Month,Bank Withdrawal,1540.35,2410.15,0
403,1,14,Offer D,Yes,Month-to-Month,Bank Withdrawal,667.7,667.7,1
404,0,57,None,Yes,Two Year,Mailed Check,3894.4,5954.38,0
405,0,12,Offer D,Yes,Month-to-Month,Mailed Check,837.5,1162.34,0
406,0,59,Offer B,No,Two Year,Credit Card,1534.05,4033.88,0
407,4,59,Offer B,Yes,Two Year,Credit Card,4542.35,5030.87,0
408,0,53,Offer B,No,Two Year,Bank Withdrawal,1052.35,2441.48,1
409,3,45,None,Yes,One Year,Credit Card,3600.65,5392.55,0
410,5,50,Offer B,No,Two Year,Bank Withdrawal,1013.2,1106.7,0
411,1,20,Offer D,Yes,Month-to-Month,Credit Card,1820.45,2181.45,1
412,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,25.25,25.25,1
413,1,70,None,No,Two Year,Credit Card,1401.4,4105.5,0
414,1,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,25.05,25.05,1
415,5,64,None,Yes,Two Year,Bank Withdrawal,3147.5,3147.5,1
416,0,49,None,Yes,Month-to-Month,Credit Card,3678.3,4633.22,1
417,0,28,Offer C,Yes,Month-to-Month,Bank Withdrawal,2068.55,3308.39,1
418,1,72,None,Yes,Two Year,Credit Card,8071.05,11514.81,0
419,0,13,None,Yes,Month-to-Month,Credit Card,1028.9,1473.24,0
420,1,4,Offer E,No,Month-to-Month,Credit Card,84.2,240.36,0
421,0,53,Offer B,No,Two Year,Mailed Check,1005.7,1552.66,0
422,1,63,Offer B,Yes,Month-to-Month,Bank Withdrawal,5029.05,6361.5,0
423,0,10,Offer D,Yes,Two Year,Mailed Check,299.05,299.05,0
424,0,56,None,No,One Year,Credit Card,1126.75,3863.47,0
425,0,10,Offer D,Yes,Month-to-Month,Bank Withdrawal,402.6,747.0,1
426,0,65,Offer B,Yes,One Year,Bank Withdrawal,6069.25,6276.05,0
427,0,1,None,Yes,Month-to-Month,Bank Withdrawal,48.45,64.87,0
428,0,21,None,Yes,Month-to-Month,Bank Withdrawal,840.1,840.1,1
429,5,29,Offer C,No,Two Year,Credit Card,558.8,1557.56,0
430,7,72,None,No,Two Year,Credit Card,1776.45,4511.01,0
431,1,22,None,Yes,One Year,Bank Withdrawal,1544.05,1979.65,1
432,0,23,None,Yes,Month-to-Month,Bank Withdrawal,2169.8,2224.07,1
433,0,40,Offer B,Yes,One Year,Credit Card,2921.75,3871.35,0
434,0,2,Offer E,Yes,Month-to-Month,Bank Withdrawal,162.45,196.89,1
435,5,13,Offer D,Yes,Month-to-Month,Bank Withdrawal,1095.3,1460.29,1
436,0,16,Offer D,Yes,Month-to-Month,Credit Card,1555.65,1859.49,1
437,0,67,Offer A,Yes,Month-to-Month,Credit Card,6886.25,9398.75,1
438,3,72,Offer A,No,Two Year,Bank Withdrawal,1493.75,1904.15,0
439,0,3,None,Yes,Month-to-Month,Credit Card,214.4,369.31,0
440,1,47,None,Yes,Month-to-Month,Bank Withdrawal,3825.85,5716.42,1
441,0,4,Offer E,Yes,Month-to-Month,Bank Withdrawal,293.85,318.57,0
442,0,18,None,Yes,Two Year,Bank Withdrawal,1359.45,1494.63,0
443,1,21,Offer D,Yes,Month-to-Month,Bank Withdrawal,2157.95,3053.6,1
444,5,62,None,Yes,One Year,Bank Withdrawal,4263.45,6870.55,0
445,0,7,Offer E,Yes,Month-to-Month,Bank Withdrawal,713.0,777.75,1
446,0,29,Offer C,Yes,Month-to-Month,Bank Withdrawal,1323.7,1615.44,0
447,1,48,Offer B,Yes,One Year,Bank Withdrawal,2985.25,5231.81,0
448,7,53,None,Yes,One Year,Credit Card,3942.45,5631.03,0
449,0,6,None,No,One Year,Credit Card,105.5,285.56,0
450,8,22,Offer D,Yes,One Year,Credit Card,1292.2,1561.16,0
451,0,1,None,Yes,Month-to-Month,Mailed Check,25.8,45.8,1
452,7,72,None,Yes,Two Year,Bank Withdrawal,7285.7,9802.1,0
453,4,34,Offer C,Yes,Month-to-Month,Credit Card,2874.45,3882.89,0
454,3,48,None,Yes,One Year,Credit Card,3435.6,4253.04,0
455,8,21,Offer D,Yes,Month-to-Month,Bank Withdrawal,629.35,629.35,0
456,0,71,None,Yes,One Year,Credit Card,6687.85,7864.32,0
457,0,1,Offer E,No,Month-to-Month,Credit Card,20.25,48.43,0
458,0,1,None,No,Month-to-Month,Credit Card,20.45,50.54,0
459,9,32,Offer C,Yes,Two Year,Bank Withdrawal,2970.8,4364.08,0
460,0,1,None,Yes,Month-to-Month,Bank Withdrawal,54.65,90.98,0
461,0,63,Offer B,Yes,Two Year,Bank Withdrawal,4479.2,7162.37,0
462,1,72,Offer A,Yes,Two Year,Credit Card,8543.25,10621.17,0
463,0,53,Offer B,Yes,Two Year,Bank Withdrawal,5682.25,6367.01,0
464,1,1,None,Yes,Month-to-Month,Bank Withdrawal,69.25,106.55,1
465,1,50,None,Yes,One Year,Bank Withdrawal,4025.6,5717.1,0
466,1,15,None,Yes,Month-to-Month,Bank Withdrawal,1504.05,2114.55,1
467,7,21,None,Yes,Month-to-Month,Bank Withdrawal,1818.9,2129.91,0
468,1,1,None,Yes,Month-to-Month,Bank Withdrawal,95.0,107.04,1
469,0,2,Offer E,Yes,Month-to-Month,Bank Withdrawal,154.85,174.57,1
470,1,65,Offer B,Yes,One Year,Credit Card,4653.85,6378.37,1
471,3,52,Offer B,Yes,Month-to-Month,Bank Withdrawal,4433.3,5310.54,0
472,0,13,Offer D,Yes,Month-to-Month,Bank Withdrawal,1060.6,1520.8,1
473,0,4,Offer E,No,Month-to-Month,Credit Card,67.55,140.67,0
474,0,46,None,Yes,One Year,Bank Withdrawal,4874.8,4983.82,1
475,5,53,None,Yes,One Year,Bank Withdrawal,5000.2,7134.51,1
476,0,40,Offer B,Yes,One Year,Credit Card,4335.2,5004.4,0
477,0,23,None,Yes,Month-to-Month,Bank Withdrawal,1312.45,1545.65,0
478,0,4,None,Yes,Month-to-Month,Bank Withdrawal,338.9,366.54,1
479,1,57,Offer B,Yes,Month-to-Month,Bank Withdrawal,3437.45,3437.45,0
480,6,49,Offer B,Yes,Month-to-Month,Bank Withdrawal,4613.95,5014.77,0
481,0,9,Offer E,Yes,Month-to-Month,Bank Withdrawal,576.95,867.74,0
482,0,4,Offer E,Yes,Month-to-Month,Bank Withdrawal,364.55,467.71,1
483,1,61,None,No,Two Year,Credit Card,1278.8,1940.99,0
484,0,70,Offer A,Yes,Two Year,Bank Withdrawal,5212.65,8521.55,0
485,1,13,Offer D,Yes,Month-to-Month,Bank Withdrawal,902.25,1088.41,0
486,0,34,Offer C,Yes,Month-to-Month,Credit Card,2157.5,3697.02,0
487,0,9,None,Yes,Month-to-Month,Bank Withdrawal,622.9,747.69,1
488,0,57,None,Yes,Two Year,Bank Withdrawal,5625.55,5751.52,0
489,0,12,Offer D,Yes,Month-to-Month,Mailed Check,713.75,1148.63,1
490,0,7,None,Yes,Month-to-Month,Bank Withdrawal,715.0,988.14,0
491,0,4,None,Yes,Month-to-Month,Bank Withdrawal,321.75,426.67,1
492,1,1,None,Yes,Month-to-Month,Bank Withdrawal,74.45,115.72,1
493,0,44,Offer B,Yes,One Year,Bank Withdrawal,3704.15,5985.23,0
494,0,45,Offer B,Yes,One Year,Bank Withdrawal,1596.6,1596.6,0
495,0,36,None,Yes,One Year,Credit Card,3348.1,4957.3,0
496,0,55,None,Yes,One Year,Bank Withdrawal,5509.3,7665.2,1
497,0,69,Offer A,Yes,Two Year,Credit Card,6743.55,10148.7,0
498,0,9,Offer E,Yes,Month-to-Month,Bank Withdrawal,741.7,914.32,1
499,1,71,Offer A,Yes,Two Year,Credit Card,6287.3,7502.71,0
500,0,30,Offer C,Yes,Month-to-Month,Credit Card,2679.7,3929.5,0
501,3,52,Offer B,No,One Year,Bank Withdrawal,1090.65,1384.45,0
502,10,52,Offer B,No,Two Year,Bank Withdrawal,1270.25,1546.89,0
503,0,24,None,Yes,Month-to-Month,Bank Withdrawal,1400.55,1676.31,1
504,0,3,Offer E,Yes,Month-to-Month,Credit Card,225.65,300.77,0
505,10,72,Offer A,Yes,Two Year,Credit Card,3952.45,3952.45,0
506,1,72,None,Yes,Two Year,Bank Withdrawal,7422.1,9500.02,0
507,2,4,None,Yes,Month-to-Month,Credit Card,179.35,218.03,1
508,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,82.3,115.71,1
509,2,51,None,Yes,One Year,Credit Card,3562.5,4477.95,0
510,4,51,None,Yes,One Year,Bank Withdrawal,2898.95,2898.95,0
511,0,72,Offer A,Yes,Two Year,Bank Withdrawal,6224.8,7046.32,0
512,0,64,Offer B,Yes,Month-to-Month,Bank Withdrawal,5327.25,7102.61,0
513,0,2,Offer E,Yes,Month-to-Month,Bank Withdrawal,56.35,56.35,1
514,1,70,None,Yes,One Year,Bank Withdrawal,7534.65,10308.75,1
515,5,13,None,Yes,Month-to-Month,Bank Withdrawal,528.45,528.45,0
516,0,52,Offer B,Yes,One Year,Bank Withdrawal,4738.3,6366.42,0
517,0,7,Offer E,No,Month-to-Month,Mailed Check,141.1,471.43,0
518,1,4,Offer E,No,Two Year,Mailed Check,76.65,174.93,0
519,0,2,None,Yes,Month-to-Month,Bank Withdrawal,197.7,272.56,1
520,0,46,Offer B,Yes,One Year,Credit Card,1537.85,1537.85,0
521,1,54,Offer B,Yes,Two Year,Credit Card,3409.1,5357.96,0
522,0,1,Offer E,No,Month-to-Month,Bank Withdrawal,19.3,44.92,1
523,5,72,Offer A,Yes,Two Year,Bank Withdrawal,4575.35,4575.35,0
524,0,66,Offer A,Yes,Two Year,Credit Card,4798.4,7806.02,0
525,8,16,Offer D,Yes,Month-to-Month,Bank Withdrawal,1882.55,2625.75,0
526,0,3,Offer E,Yes,Month-to-Month,Credit Card,262.05,410.25,1
527,7,11,None,Yes,Month-to-Month,Bank Withdrawal,723.35,907.16,0
528,6,71,Offer A,Yes,Two Year,Bank Withdrawal,4122.65,4122.65,0
529,0,9,None,Yes,Month-to-Month,Credit Card,296.1,296.1,1
530,0,57,None,No,Two Year,Bank Withdrawal,1125.6,1221.93,0
531,0,9,None,Yes,Month-to-Month,Bank Withdrawal,918.6,1356.99,1
532,6,62,None,No,One Year,Credit Card,1446.8,3448.16,0
533,0,72,None,No,Two Year,Credit Card,1529.65,3828.61,0
534,0,66,None,Yes,One Year,Bank Withdrawal,7238.6,7474.22,0
535,0,16,None,Yes,Month-to-Month,Mailed Check,679.85,679.85,1
536,0,16,Offer D,No,Month-to-Month,Credit Card,330.25,865.29,0
537,3,58,Offer B,No,One Year,Bank Withdrawal,1108.8,2728.74,0
538,0,4,Offer E,Yes,Month-to-Month,Bank Withdrawal,319.85,345.85,0
539,9,72,Offer A,No,Two Year,Bank Withdrawal,1401.15,3356.67,0
540,1,67,None,Yes,One Year,Credit Card,7332.4,8882.11,0
541,1,71,None,Yes,Two Year,Bank Withdrawal,6668.05,6921.52,0
542,0,72,Offer A,No,Two Year,Bank Withdrawal,1809.35,3682.07,0
543,7,15,Offer D,Yes,Month-to-Month,Bank Withdrawal,639.45,1003.5,0
544,0,11,None,Yes,Month-to-Month,Bank Withdrawal,321.05,321.05,0
545,9,43,Offer B,No,One Year,Bank Withdrawal,993.15,2157.11,0
546,0,3,Offer E,Yes,Month-to-Month,Mailed Check,154.65,232.77,1
547,4,24,None,Yes,One Year,Bank Withdrawal,1832.4,2721.28,0
548,0,52,None,Yes,One Year,Credit Card,3877.65,4989.41,0
549,0,13,None,Yes,Month-to-Month,Bank Withdrawal,382.2,392.2,0
550,1,1,Offer E,Yes,Month-to-Month,Credit Card,70.85,120.45,1
551,0,55,None,Yes,Two Year,Bank Withdrawal,4323.35,5769.85,0
552,9,42,None,Yes,Two Year,Credit Card,4135.0,4190.02,0
553,0,2,None,No,Month-to-Month,Credit Card,44.2,99.54,0
554,0,1,None,Yes,Month-to-Month,Bank Withdrawal,75.5,81.13,0
555,0,27,None,Yes,Month-to-Month,Bank Withdrawal,2122.05,3280.62,1
556,1,17,Offer D,Yes,Month-to-Month,Mailed Check,1077.05,1584.84,0
557,0,2,Offer E,Yes,Month-to-Month,Bank Withdrawal,62.25,62.25,1
558,5,27,Offer C,Yes,Month-to-Month,Bank Withdrawal,2310.2,2402.81,0
559,0,52,None,Yes,Month-to-Month,Bank Withdrawal,2550.9,2580.9,1
560,0,45,None,Yes,One Year,Bank Withdrawal,4442.75,4513.4,0
561,2,71,None,No,Two Year,Credit Card,1372.45,4172.69,0
562,0,36,Offer C,No,Two Year,Credit Card,689.0,995.0,0
563,0,15,None,No,One Year,Credit Card,302.45,448.55,0
564,0,20,None,Yes,Month-to-Month,Bank Withdrawal,1871.15,2481.55,0
565,9,71,Offer A,No,Two Year,Credit Card,1396.25,3053.39,0
566,0,24,None,No,One Year,Bank Withdrawal,531.55,1666.99,0
567,0,71,None,Yes,Two Year,Bank Withdrawal,7984.15,10960.47,0
568,2,9,Offer E,Yes,Month-to-Month,Mailed Check,328.95,328.95,1
569,9,66,None,Yes,Two Year,Credit Card,5958.85,8358.61,0
570,0,30,None,No,Two Year,Credit Card,578.5,856.6,0
571,0,47,Offer B,Yes,One Year,Bank Withdrawal,4138.9,5867.56,0
572,0,7,None,Yes,Month-to-Month,Bank Withdrawal,564.65,740.84,0
573,0,1,None,Yes,Month-to-Month,Bank Withdrawal,35.55,35.55,1
574,0,46,None,Yes,Month-to-Month,Bank Withdrawal,2168.9,4023.62,0
575,0,53,None,Yes,Month-to-Month,Bank Withdrawal,4517.25,5388.04,1
576,0,62,None,No,Two Year,Bank Withdrawal,1250.1,2767.86,0
577,0,70,None,Yes,Two Year,Bank Withdrawal,3442.8,3442.8,0
578,3,16,Offer D,Yes,Month-to-Month,Bank Withdrawal,1461.15,1629.15,0
579,0,15,None,Yes,Month-to-Month,Bank Withdrawal,955.15,1413.25,0
580,0,45,None,Yes,One Year,Bank Withdrawal,4483.95,4530.3,0
581,5,72,None,Yes,Two Year,Bank Withdrawal,7581.5,8024.3,0
582,1,13,None,No,Two Year,Mailed Check,265.3,814.29,0
583,0,6,Offer E,Yes,Month-to-Month,Credit Card,414.1,688.12,0
584,1,18,Offer D,No,One Year,Bank Withdrawal,345.9,850.98,0
585,6,68,None,Yes,Two Year,Credit Card,7039.45,8133.57,0
586,1,64,Offer B,Yes,One Year,Bank Withdrawal,7222.75,7679.87,0
587,0,34,Offer C,Yes,One Year,Mailed Check,2088.75,3258.69,1
588,0,5,None,Yes,Month-to-Month,Bank Withdrawal,392.65,621.1,0
589,5,20,None,Yes,Month-to-Month,Bank Withdrawal,1592.35,2290.92,1
590,1,64,None,Yes,Two Year,Credit Card,6605.55,6910.19,0
591,4,26,None,Yes,Two Year,Credit Card,2067.0,3269.24,0
592,0,5,Offer E,Yes,Month-to-Month,Credit Card,259.8,368.44,1
593,0,2,Offer E,No,Month-to-Month,Mailed Check,39.25,52.95,0
594,1,13,None,Yes,Month-to-Month,Credit Card,1359.0,1756.15,1
595,1,59,Offer B,Yes,One Year,Credit Card,4096.9,5306.4,0
596,0,17,Offer D,Yes,Month-to-Month,Bank Withdrawal,1111.2,1917.85,0
597,0,9,None,Yes,Month-to-Month,Bank Withdrawal,723.4,1132.09,1
598,0,10,None,Yes,Month-to-Month,Credit Card,865.55,1034.05,1
599,0,5,Offer E,Yes,Month-to-Month,Credit Card,425.9,643.45,1
600,0,54,None,Yes,One Year,Bank Withdrawal,5639.05,7986.43,1
601,0,56,Offer B,Yes,Month-to-Month,Bank Withdrawal,4922.4,7002.8,0
602,3,4,Offer E,Yes,Month-to-Month,Bank Withdrawal,385.9,424.14,1
603,0,2,None,No,Month-to-Month,Mailed Check,31.55,87.59,1
604,0,62,Offer B,Yes,Two Year,Bank Withdrawal,4237.5,6787.56,0
605,1,27,None,Yes,Month-to-Month,Bank Withdrawal,2754.45,3991.59,1
606,0,1,Offer E,Yes,Month-to-Month,Mailed Check,45.7,51.25,1
607,1,53,Offer B,Yes,One Year,Bank Withdrawal,4872.2,6904.75,0
608,1,54,None,Yes,Month-to-Month,Bank Withdrawal,5278.15,7181.54,1
609,0,23,None,Yes,One Year,Bank Withdrawal,1509.8,2707.0,0
610,10,6,Offer E,No,One Year,Credit Card,113.5,122.92,0
611,0,8,None,Yes,Two Year,Mailed Check,343.45,343.45,0
612,1,11,Offer D,Yes,Month-to-Month,Bank Withdrawal,1056.95,1398.83,1
613,1,61,None,Yes,One Year,Bank Withdrawal,5673.7,7013.26,0
614,8,34,None,Yes,Month-to-Month,Bank Withdrawal,3527.3,4668.0,0
615,0,56,None,Yes,Month-to-Month,Credit Card,5794.45,7921.89,0
616,0,38,None,No,One Year,Credit Card,730.1,1574.84,0
617,2,69,None,No,Two Year,Bank Withdrawal,1376.5,3001.45,0
618,4,72,Offer A,Yes,Two Year,Bank Withdrawal,8349.45,10920.57,0
619,8,70,Offer A,Yes,Two Year,Credit Card,7987.6,11221.6,0
620,0,7,None,Yes,Month-to-Month,Credit Card,201.95,201.95,0
621,1,61,None,Yes,Two Year,Bank Withdrawal,4860.85,7495.96,0
622,1,55,Offer B,Yes,Month-to-Month,Bank Withdrawal,4713.4,7017.35,0
623,1,61,Offer B,Yes,Two Year,Credit Card,4226.7,4512.79,0
624,5,14,None,Yes,Two Year,Bank Withdrawal,1346.3,1547.76,0
625,0,72,None,Yes,Two Year,Bank Withdrawal,7689.95,8124.11,1
626,0,22,Offer D,Yes,Month-to-Month,Bank Withdrawal,1799.3,2051.42,0
627,0,3,Offer E,Yes,Month-to-Month,Bank Withdrawal,247.25,386.33,1
628,6,60,Offer B,Yes,Two Year,Bank Withdrawal,5294.6,6785.4,0
629,0,3,None,Yes,Month-to-Month,Bank Withdrawal,242.0,295.61,1
630,0,1,None,No,Month-to-Month,Credit Card,19.55,50.18,0
631,0,7,Offer E,Yes,Month-to-Month,Mailed Check,544.55,705.61,1
632,3,4,Offer E,Yes,Two Year,Bank Withdrawal,118.25,118.25,0
633,0,13,None,Yes,Month-to-Month,Bank Withdrawal,1011.8,1571.68,0
634,0,3,None,Yes,Month-to-Month,Credit Card,160.85,213.11,0
635,0,63,Offer B,Yes,Two Year,Bank Withdrawal,5538.8,8172.2,0
636,0,36,None,Yes,One Year,Credit Card,2606.35,4221.67,0
637,0,54,None,Yes,One Year,Credit Card,5299.65,7150.23,0
638,0,47,None,No,Two Year,Credit Card,1029.8,1445.75,0
639,9,41,Offer B,No,Two Year,Credit Card,875.55,1221.59,0
640,0,13,Offer D,Yes,Month-to-Month,Credit Card,718.1,1021.02,0
641,0,35,Offer C,Yes,Month-to-Month,Bank Withdrawal,3527.6,3894.75,1
642,0,10,Offer D,Yes,Month-to-Month,Bank Withdrawal,788.8,971.08,1
643,4,30,Offer C,Yes,Two Year,Bank Withdrawal,2369.3,2847.5,0
644,2,44,None,Yes,Month-to-Month,Bank Withdrawal,4122.9,5277.9,0
645,6,47,Offer B,Yes,Two Year,Credit Card,4107.25,5607.3,0
646,1,58,Offer B,Yes,Month-to-Month,Bank Withdrawal,5812.6,5997.04,1
647,0,52,Offer B,Yes,One Year,Mailed Check,1623.4,1611.68,0
648,0,7,None,Yes,Month-to-Month,Mailed Check,526.7,811.17,1
649,1,20,None,Yes,Month-to-Month,Bank Withdrawal,1463.5,1570.9,1
650,0,13,None,Yes,Month-to-Month,Mailed Check,1230.25,1313.93,1
651,7,12,Offer D,Yes,Month-to-Month,Mailed Check,432.25,432.25,0
652,0,54,None,Yes,One Year,Credit Card,5060.9,7845.28,0
653,0,13,Offer D,No,One Year,Bank Withdrawal,244.8,675.49,0
654,0,7,None,Yes,Month-to-Month,Credit Card,497.3,714.23,0
655,0,42,Offer B,Yes,One Year,Bank Withdrawal,4298.45,4568.09,0
656,0,65,Offer B,Yes,Two Year,Bank Withdrawal,6700.05,9268.85,0
657,0,49,None,Yes,One Year,Credit Card,5290.45,5523.69,0
658,1,62,None,No,Two Year,Bank Withdrawal,1296.15,1445.57,0
659,0,32,None,Yes,Month-to-Month,Bank Withdrawal,3183.4,3990.12,1
660,8,11,Offer D,No,One Year,Credit Card,196.35,737.44,0
661,0,1,Offer E,Yes,Month-to-Month,Mailed Check,70.8,101.4,1
662,1,37,None,No,One Year,Credit Card,677.05,2264.0,0
663,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,89.55,132.01,1
664,0,1,None,No,Month-to-Month,Credit Card,19.65,62.07,0
665,10,69,Offer A,No,Two Year,Bank Withdrawal,1641.8,4340.87,0
666,6,72,None,Yes,Two Year,Credit Card,5011.15,8115.79,0
667,1,26,Offer C,Yes,One Year,Credit Card,2312.55,2931.14,0
668,0,3,None,Yes,Month-to-Month,Credit Card,98.5,98.5,0
669,6,62,None,Yes,Two Year,Bank Withdrawal,2337.45,2337.45,0
670,2,69,Offer A,Yes,Month-to-Month,Credit Card,7007.6,10374.8,1
671,4,26,Offer C,Yes,One Year,Credit Card,1285.8,1405.92,0
672,0,40,None,Yes,Month-to-Month,Bank Withdrawal,2036.55,2036.55,0
673,7,33,None,Yes,One Year,Credit Card,1758.9,3345.87,0
674,5,72,Offer A,Yes,Two Year,Bank Withdrawal,5824.75,6534.59,0
675,0,3,None,Yes,Month-to-Month,Bank Withdrawal,140.4,264.54,0
676,0,18,None,Yes,Month-to-Month,Bank Withdrawal,874.8,1250.28,1
677,2,68,None,Yes,One Year,Bank Withdrawal,3975.9,6733.3,0
678,0,19,Offer D,Yes,Month-to-Month,Credit Card,953.65,1030.22,0
679,0,7,None,Yes,Two Year,Credit Card,344.2,603.18,0
680,0,1,None,No,Month-to-Month,Mailed Check,20.1,24.21,1
681,0,56,Offer B,Yes,One Year,Credit Card,5264.3,5856.22,0
682,0,7,Offer E,No,Month-to-Month,Bank Withdrawal,137.6,249.88,1
683,0,5,Offer E,Yes,Month-to-Month,Bank Withdrawal,492.55,596.85,1
684,0,66,Offer A,Yes,Two Year,Bank Withdrawal,6690.75,8542.71,0
685,0,7,None,No,One Year,Credit Card,136.75,480.87,0
686,0,1,None,No,Month-to-Month,Credit Card,19.05,24.07,0
687,0,8,Offer E,Yes,Two Year,Bank Withdrawal,572.85,907.65,0
688,8,62,Offer B,Yes,One Year,Credit Card,6703.5,7636.6,0
689,1,56,None,Yes,Month-to-Month,Bank Withdrawal,5116.6,5313.4,0
690,0,41,None,No,One Year,Mailed Check,962.25,2301.31,0
691,0,57,None,Yes,Two Year,Bank Withdrawal,4317.35,5723.54,0
692,4,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,24.8,24.8,1
693,0,38,Offer C,Yes,One Year,Mailed Check,3342.0,4575.42,0
694,1,11,Offer D,Yes,Month-to-Month,Bank Withdrawal,825.7,1063.08,1
695,0,26,None,Yes,Month-to-Month,Credit Card,1815.65,2790.91,0
696,3,72,None,Yes,Two Year,Bank Withdrawal,5886.85,6819.97,0
697,1,30,Offer C,Yes,Month-to-Month,Bank Withdrawal,2917.65,4358.25,0
698,0,1,None,No,Month-to-Month,Mailed Check,19.55,57.99,1
699,0,1,Offer E,Yes,Month-to-Month,Bank Withdrawal,70.85,97.9,1
700,8,68,None,Yes,One Year,Bank Withdrawal,5333.35,5841.31,0
701,2,63,None,Yes,Month-to-Month,Bank Withdrawal,6479.4,7622.22,0
702,1,60,None,Yes,Month-to-Month,Credit Card,4663.4,7049.0,0
703,6,19,Offer D,No,Month-to-Month,Credit Card,414.95,504.25,0
704,1,12,None,No,One Year,Bank Withdrawal,229.6,681.4,1
705,0,41,None,Yes,Month-to-Month,Bank Withdrawal,2868.05,4540.03,1
706,0,25,Offer C,Yes,One Year,Credit Card,1266.35,2248.09,0
707,0,71,Offer A,Yes,Two Year,Credit Card,7993.3,10009.7,0
708,1,56,Offer B,No,Two Year,Credit Card,1327.15,2066.35,1
709,5,8,None,No,Month-to-Month,Credit Card,139.75,484.15,0
710,0,20,None,Yes,Month-to-Month,Credit Card,1493.55,1551.95,0
711,0,43,None,No,Two Year,Credit Card,876.15,997.72,0
